Municipality,SWE
Bjørnafjorden,"[80.70000457763672, 185.0, 103.0999984741211, 124.9000015258789, 280.3000183105469, 196.60000610351562, 207.6999969482422, 209.60000610351562, 119.0999984741211, 200.60000610351562, 97.5, 100.5999984741211, 127.5999984741211, 181.10000610351562, 147.6999969482422, 263.70001220703125, 201.60000610351562, 114.0999984741211, 114.9000015258789, 128.40000915527344, 246.6999969482422, 182.40000915527344, 188.60000610351562, 177.90000915527344, 162.40000915527344, 154.5, 201.40000915527344, 185.1999969482422]"
Rendalen,"[103.0, 164.6999969482422, 87.70000457763672, 91.9000015258789, 173.40000915527344, 141.10000610351562, 105.5999984741211, 103.70000457763672, 114.80000305175781, 137.10000610351562, 77.80000305175781, 67.4000015258789, 55.400001525878906, 122.30000305175781, 123.30000305175781, 95.80000305175781, 112.80000305175781, 100.70000457763672, 80.20000457763672, 134.40000915527344, 219.10000610351562, 191.6999969482422, 115.20000457763672, 99.5999984741211, 157.3000030517578, 165.5, 155.90000915527344, 197.6999969482422]"
Ringsaker,"[285.3999938964844, 323.70001220703125, 190.10000610351562, 122.30000305175781, 232.40000915527344, 314.6000061035156, 399.20001220703125, 262.0, 256.0, 183.40000915527344, 310.20001220703125, 224.0, 111.0999984741211, 257.6000061035156, 325.70001220703125, 213.8000030517578, 420.5, 286.6000061035156, 170.3000030517578, 290.6000061035156, 372.3999938964844, 365.5, 225.10000610351562, 190.6999969482422, 448.5, 327.1000061035156, 225.0, 557.1000366210938]"
Stange,"[79.80000305175781, 147.40000915527344, 89.4000015258789, 61.10000228881836, 74.5, 242.40000915527344, 124.9000015258789, 161.1999969482422, 159.5, 93.30000305175781, 74.4000015258789, 102.80000305175781, 64.0999984741211, 109.30000305175781, 69.0999984741211, 40.400001525878906, 123.5, 127.5, 68.30000305175781, 125.30000305175781, 80.9000015258789, 143.6999969482422, 58.10000228881836, 107.80000305175781, 166.6999969482422, 120.0999984741211, 108.80000305175781, 106.0999984741211]"
Stor-Elvdal,"[198.1999969482422, 207.10000610351562, 106.0, 134.3000030517578, 271.5, 285.8000183105469, 311.3999938964844, 173.0, 219.5, 191.90000915527344, 136.90000915527344, 187.10000610351562, 110.0999984741211, 235.10000610351562, 226.10000610351562, 116.0, 224.10000610351562, 156.6999969482422, 106.30000305175781, 141.6999969482422, 228.90000915527344, 217.10000610351562, 149.90000915527344, 128.10000610351562, 212.6999969482422, 211.6999969482422, 162.3000030517578, 284.70001220703125]"
Sør-Odal,"[66.0999984741211, 190.3000030517578, 104.4000015258789, 53.400001525878906, 76.70000457763672, 255.40000915527344, 152.8000030517578, 143.60000610351562, 188.60000610351562, 120.0, 46.79999923706055, 64.0, 75.5999984741211, 129.1999969482422, 68.4000015258789, 60.400001525878906, 110.5, 149.60000610351562, 94.30000305175781, 124.30000305175781, 155.0, 155.8000030517578, 32.29999923706055, 86.80000305175781, 135.10000610351562, 127.20000457763672, 94.30000305175781, 104.0]"
Tolga,"[98.5, 171.40000915527344, 90.80000305175781, 114.20000457763672, 266.8999938964844, 193.1999969482422, 183.40000915527344, 177.40000915527344, 127.0999984741211, 177.3000030517578, 137.90000915527344, 110.0, 127.0, 185.1999969482422, 205.6999969482422, 219.10000610351562, 209.90000915527344, 164.5, 153.0, 115.5999984741211, 237.1999969482422, 199.60000610351562, 233.3000030517578, 186.90000915527344, 180.60000610351562, 164.6999969482422, 190.3000030517578, 194.10000610351562]"
Trysil,"[169.5, 265.3999938964844, 136.40000915527344, 86.70000457763672, 189.40000915527344, 246.6999969482422, 200.3000030517578, 233.90000915527344, 197.5, 167.6999969482422, 215.1999969482422, 159.3000030517578, 104.4000015258789, 240.8000030517578, 274.8000183105469, 112.70000457763672, 244.90000915527344, 198.40000915527344, 133.5, 211.6999969482422, 348.1000061035156, 298.3999938964844, 200.3000030517578, 170.90000915527344, 296.5, 267.70001220703125, 217.6999969482422, 328.1000061035156]"
Tynset,"[60.10000228881836, 133.40000915527344, 85.0999984741211, 92.5, 189.10000610351562, 151.0, 149.5, 146.1999969482422, 115.4000015258789, 166.90000915527344, 71.4000015258789, 100.20000457763672, 106.80000305175781, 152.60000610351562, 160.6999969482422, 184.0, 183.5, 159.5, 139.1999969482422, 98.30000305175781, 156.1999969482422, 136.8000030517578, 197.1999969482422, 118.0, 99.4000015258789, 131.90000915527344, 97.0, 148.0]"
Åmot,"[240.40000915527344, 321.8000183105469, 135.90000915527344, 112.0, 209.0, 367.0, 266.0, 352.3000183105469, 282.3999938964844, 223.90000915527344, 270.20001220703125, 255.60000610351562, 123.5999984741211, 305.20001220703125, 332.8000183105469, 126.9000015258789, 262.8000183105469, 291.70001220703125, 201.1999969482422, 293.20001220703125, 405.3000183105469, 375.0, 281.1000061035156, 212.90000915527344, 345.1000061035156, 286.8000183105469, 225.60000610351562, 470.3000183105469]"
Åsnes,"[95.80000305175781, 220.0, 121.5999984741211, 43.5, 90.20000457763672, 262.70001220703125, 116.5999984741211, 164.3000030517578, 177.10000610351562, 119.20000457763672, 60.900001525878906, 78.30000305175781, 87.80000305175781, 116.0999984741211, 75.20000457763672, 55.400001525878906, 118.9000015258789, 106.5999984741211, 91.80000305175781, 156.3000030517578, 203.60000610351562, 156.3000030517578, 69.80000305175781, 100.5999984741211, 146.60000610351562, 155.0, 121.5999984741211, 162.5]"
Dovre,"[210.40000915527344, 217.40000915527344, 102.20000457763672, 187.3000030517578, 293.1000061035156, 186.6999969482422, 374.8000183105469, 335.3000183105469, 216.10000610351562, 257.8999938964844, 237.40000915527344, 255.5, 207.10000610351562, 280.1000061035156, 357.3000183105469, 354.3000183105469, 176.3000030517578, 162.60000610351562, 157.6999969482422, 147.10000610351562, 306.3999938964844, 334.8000183105469, 303.70001220703125, 263.8999938964844, 286.3000183105469, 182.8000030517578, 302.0, 290.20001220703125]"
Etnedal,"[246.10000610351562, 283.70001220703125, 149.1999969482422, 124.9000015258789, 257.3999938964844, 281.3000183105469, 333.6000061035156, 238.10000610351562, 248.3000030517578, 220.6999969482422, 250.6999969482422, 180.1999969482422, 68.70000457763672, 184.6999969482422, 293.70001220703125, 229.3000030517578, 392.0, 254.10000610351562, 191.1999969482422, 209.8000030517578, 169.6999969482422, 219.60000610351562, 196.40000915527344, 158.1999969482422, 353.6000061035156, 194.1999969482422, 208.1999969482422, 394.1000061035156]"
Gausdal,"[173.6999969482422, 176.6999969482422, 92.70000457763672, 81.0999984741211, 136.5, 222.1999969482422, 236.60000610351562, 142.6999969482422, 196.90000915527344, 163.60000610351562, 164.0, 152.90000915527344, 70.80000305175781, 238.1999969482422, 295.0, 190.10000610351562, 329.20001220703125, 256.8999938964844, 155.0, 223.90000915527344, 227.90000915527344, 281.5, 216.5, 167.5, 273.8000183105469, 191.60000610351562, 207.1999969482422, 344.1000061035156]"
Gjøvik,"[150.0, 269.3999938964844, 177.0, 99.0999984741211, 151.8000030517578, 371.6000061035156, 207.40000915527344, 230.40000915527344, 288.8999938964844, 190.10000610351562, 238.5, 148.5, 120.80000305175781, 217.40000915527344, 201.1999969482422, 77.30000305175781, 221.10000610351562, 223.6999969482422, 130.10000610351562, 232.0, 228.1999969482422, 253.6999969482422, 115.70000457763672, 164.1999969482422, 272.3000183105469, 203.3000030517578, 204.1999969482422, 255.10000610351562]"
Gran,"[173.90000915527344, 283.70001220703125, 137.5, 119.5, 184.40000915527344, 371.8000183105469, 325.8000183105469, 247.3000030517578, 295.3999938964844, 234.5, 247.8000030517578, 181.40000915527344, 104.5999984741211, 212.6999969482422, 248.90000915527344, 91.9000015258789, 246.0, 256.8999938964844, 165.0, 223.1999969482422, 190.6999969482422, 253.90000915527344, 159.90000915527344, 179.90000915527344, 222.90000915527344, 205.10000610351562, 204.8000030517578, 315.1000061035156]"
Jevnaker,"[116.30000305175781, 192.5, 114.9000015258789, 80.9000015258789, 113.30000305175781, 289.5, 181.3000030517578, 215.1999969482422, 195.10000610351562, 151.6999969482422, 153.6999969482422, 132.90000915527344, 100.0, 153.90000915527344, 174.0, 69.4000015258789, 198.40000915527344, 260.8999938964844, 148.5, 216.0, 163.3000030517578, 223.90000915527344, 94.4000015258789, 127.4000015258789, 164.8000030517578, 204.0, 193.60000610351562, 232.0]"
Lesja,"[306.8999938964844, 456.0, 192.10000610351562, 336.6000061035156, 426.8000183105469, 200.90000915527344, 511.3000183105469, 437.0, 146.40000915527344, 245.60000610351562, 220.90000915527344, 238.1999969482422, 151.6999969482422, 236.8000030517578, 581.2000122070312, 1056.2000732421875, 279.3999938964844, 221.60000610351562, 284.0, 284.3999938964844, 671.9000244140625, 466.5, 523.5, 534.6000366210938, 261.3999938964844, 216.10000610351562, 529.9000244140625, 355.20001220703125]"
Lillehammer,"[204.40000915527344, 248.6999969482422, 109.0, 99.0999984741211, 219.40000915527344, 266.6000061035156, 256.8999938964844, 189.5, 249.1999969482422, 203.1999969482422, 233.8000030517578, 218.60000610351562, 93.5, 295.1000061035156, 299.70001220703125, 80.30000305175781, 221.5, 257.0, 166.10000610351562, 221.90000915527344, 218.60000610351562, 229.6999969482422, 143.3000030517578, 136.10000610351562, 222.10000610351562, 161.0, 180.3000030517578, 242.3000030517578]"
Lom,"[103.80000305175781, 214.5, 57.70000076293945, 101.70000457763672, 180.0, 189.0, 266.6000061035156, 259.6000061035156, 175.10000610351562, 174.90000915527344, 93.5, 109.80000305175781, 117.4000015258789, 150.8000030517578, 163.90000915527344, 270.3999938964844, 115.4000015258789, 129.40000915527344, 106.70000457763672, 235.0, 357.3000183105469, 290.3000183105469, 326.1000061035156, 174.40000915527344, 153.0, 190.10000610351562, 173.8000030517578, 234.10000610351562]"
Lunner,"[204.8000030517578, 267.70001220703125, 130.10000610351562, 118.70000457763672, 199.60000610351562, 390.3000183105469, 401.70001220703125, 257.8000183105469, 304.3000183105469, 264.8999938964844, 285.8999938964844, 223.40000915527344, 110.20000457763672, 247.6999969482422, 306.3999938964844, 119.9000015258789, 309.6000061035156, 291.1000061035156, 206.3000030517578, 259.0, 202.5, 316.20001220703125, 201.5, 200.6999969482422, 252.5, 251.1999969482422, 243.60000610351562, 398.3999938964844]"
Nord-Aurdal,"[216.60000610351562, 231.60000610351562, 146.6999969482422, 108.70000457763672, 258.3000183105469, 205.40000915527344, 335.1000061035156, 204.6999969482422, 189.0, 173.1999969482422, 212.5, 161.60000610351562, 79.30000305175781, 193.10000610351562, 303.3999938964844, 180.6999969482422, 340.8999938964844, 282.3000183105469, 218.8000030517578, 215.10000610351562, 255.1999969482422, 254.60000610351562, 255.8000030517578, 185.10000610351562, 311.6000061035156, 186.6999969482422, 195.0, 293.20001220703125]"
Nord-Fron,"[80.20000457763672, 133.60000610351562, 50.20000076293945, 59.60000228881836, 113.20000457763672, 168.5, 190.90000915527344, 129.90000915527344, 117.9000015258789, 117.4000015258789, 42.20000076293945, 66.0, 61.60000228881836, 150.5, 140.5, 67.5, 105.9000015258789, 123.5, 68.9000015258789, 112.20000457763672, 110.4000015258789, 158.40000915527344, 55.0, 79.9000015258789, 75.80000305175781, 105.5999984741211, 108.20000457763672, 175.3000030517578]"
Nordre Land,"[164.5, 172.6999969482422, 81.9000015258789, 84.5999984741211, 144.6999969482422, 201.60000610351562, 210.1999969482422, 112.0, 145.60000610351562, 138.40000915527344, 187.0, 155.3000030517578, 62.400001525878906, 161.6999969482422, 187.40000915527344, 49.79999923706055, 166.40000915527344, 197.1999969482422, 90.5999984741211, 162.10000610351562, 103.30000305175781, 180.1999969482422, 124.30000305175781, 139.6999969482422, 191.90000915527344, 143.40000915527344, 158.8000030517578, 282.8999938964844]"
Ringebu,"[93.0999984741211, 146.3000030517578, 64.5999984741211, 55.400001525878906, 124.9000015258789, 168.0, 157.60000610351562, 129.10000610351562, 118.0, 107.0, 99.30000305175781, 72.0999984741211, 67.9000015258789, 157.6999969482422, 165.10000610351562, 95.20000457763672, 127.0, 151.90000915527344, 91.0, 155.3000030517578, 149.60000610351562, 173.60000610351562, 100.0999984741211, 122.0999984741211, 117.5, 133.60000610351562, 113.30000305175781, 179.0]"
Sel,"[123.80000305175781, 130.6999969482422, 53.60000228881836, 89.0999984741211, 189.3000030517578, 169.8000030517578, 262.70001220703125, 230.8000030517578, 149.8000030517578, 203.8000030517578, 98.4000015258789, 114.5999984741211, 61.70000076293945, 126.0999984741211, 221.6999969482422, 216.5, 242.60000610351562, 187.10000610351562, 154.90000915527344, 135.60000610351562, 194.1999969482422, 233.6999969482422, 170.10000610351562, 165.0, 191.5, 147.90000915527344, 161.0, 228.10000610351562]"
Skjåk,"[71.0, 162.3000030517578, 47.60000228881836, 88.5, 86.20000457763672, 114.70000457763672, 243.1999969482422, 239.3000030517578, 140.5, 246.60000610351562, 76.80000305175781, 71.5, 112.70000457763672, 132.60000610351562, 157.8000030517578, 352.3999938964844, 91.9000015258789, 102.80000305175781, 92.30000305175781, 200.8000030517578, 365.70001220703125, 249.3000030517578, 333.3000183105469, 203.3000030517578, 131.1999969482422, 173.0, 152.0, 181.3000030517578]"
Søndre Land,"[124.20000457763672, 242.8000030517578, 125.70000457763672, 92.0999984741211, 152.10000610351562, 287.8000183105469, 182.90000915527344, 178.8000030517578, 193.90000915527344, 136.6999969482422, 173.60000610351562, 101.5999984741211, 90.5, 195.0, 142.0, 55.20000076293945, 158.6999969482422, 208.5, 93.0, 187.1999969482422, 119.70000457763672, 177.90000915527344, 100.30000305175781, 142.10000610351562, 178.6999969482422, 146.40000915527344, 158.0, 215.0]"
Sør-Aurdal,"[218.8000030517578, 198.1999969482422, 102.0999984741211, 101.0, 153.40000915527344, 278.3000183105469, 269.3000183105469, 178.10000610351562, 231.90000915527344, 241.6999969482422, 220.10000610351562, 163.3000030517578, 65.20000457763672, 208.60000610351562, 234.6999969482422, 115.4000015258789, 272.0, 232.3000030517578, 151.90000915527344, 224.1999969482422, 136.3000030517578, 211.0, 174.90000915527344, 161.0, 315.70001220703125, 199.3000030517578, 152.10000610351562, 409.1000061035156]"
Sør-Fron,"[80.20000457763672, 133.60000610351562, 50.20000076293945, 59.60000228881836, 113.20000457763672, 168.5, 190.90000915527344, 129.90000915527344, 117.9000015258789, 117.4000015258789, 42.20000076293945, 66.0, 61.60000228881836, 150.5, 140.5, 67.5, 105.9000015258789, 123.5, 68.9000015258789, 112.20000457763672, 110.4000015258789, 158.40000915527344, 55.0, 79.9000015258789, 75.80000305175781, 105.5999984741211, 108.20000457763672, 175.3000030517578]"
Vang,"[275.70001220703125, 264.3000183105469, 83.30000305175781, 117.5, 181.60000610351562, 235.90000915527344, 420.5, 195.3000030517578, 206.40000915527344, 262.6000061035156, 204.8000030517578, 203.40000915527344, 72.9000015258789, 251.10000610351562, 513.4000244140625, 305.0, 421.6000061035156, 345.5, 232.10000610351562, 277.8999938964844, 347.20001220703125, 396.8999938964844, 499.8000183105469, 301.1000061035156, 391.0, 359.8999938964844, 303.3000183105469, 526.9000244140625]"
Vestre Slidre,"[194.1999969482422, 200.6999969482422, 76.30000305175781, 88.5999984741211, 177.0, 172.6999969482422, 241.60000610351562, 138.0, 174.10000610351562, 159.8000030517578, 140.0, 114.20000457763672, 49.0, 192.5, 264.3000183105469, 123.4000015258789, 258.3999938964844, 254.1999969482422, 123.30000305175781, 202.5, 203.10000610351562, 232.10000610351562, 222.10000610351562, 189.10000610351562, 216.40000915527344, 212.0, 162.6999969482422, 296.5]"
Vestre Toten,"[259.0, 333.70001220703125, 202.10000610351562, 131.1999969482422, 212.3000030517578, 484.0, 326.1000061035156, 279.20001220703125, 349.8000183105469, 302.8999938964844, 291.0, 232.0, 122.0999984741211, 261.0, 302.3000183105469, 130.10000610351562, 393.70001220703125, 303.8000183105469, 174.1999969482422, 301.3000183105469, 292.8999938964844, 318.5, 228.3000030517578, 192.10000610351562, 345.20001220703125, 297.8999938964844, 229.40000915527344, 377.70001220703125]"
Vågå,"[158.6999969482422, 177.6999969482422, 46.900001525878906, 120.30000305175781, 235.5, 194.90000915527344, 329.5, 237.5, 218.10000610351562, 207.10000610351562, 224.40000915527344, 196.40000915527344, 122.5, 237.90000915527344, 318.3999938964844, 342.0, 252.10000610351562, 299.70001220703125, 257.6000061035156, 200.40000915527344, 318.1000061035156, 284.8000183105469, 331.6000061035156, 288.6000061035156, 254.10000610351562, 196.3000030517578, 248.3000030517578, 287.3999938964844]"
Østre Toten,"[181.10000610351562, 263.5, 187.10000610351562, 140.10000610351562, 164.5, 495.20001220703125, 215.0, 271.8000183105469, 379.8000183105469, 250.6999969482422, 210.8000030517578, 244.90000915527344, 103.0999984741211, 172.60000610351562, 207.3000030517578, 91.70000457763672, 323.0, 275.1000061035156, 159.10000610351562, 263.3000183105469, 232.40000915527344, 299.0, 156.90000915527344, 205.60000610351562, 332.8000183105469, 225.40000915527344, 238.40000915527344, 194.3000030517578]"
Øyer,"[181.10000610351562, 219.0, 107.80000305175781, 92.30000305175781, 197.60000610351562, 248.3000030517578, 303.8999938964844, 191.0, 235.40000915527344, 199.6999969482422, 204.0, 182.6999969482422, 89.0999984741211, 258.6000061035156, 360.1000061035156, 215.0, 365.6000061035156, 256.20001220703125, 182.10000610351562, 252.6999969482422, 262.0, 314.3000183105469, 231.6999969482422, 166.8000030517578, 318.20001220703125, 234.90000915527344, 233.3000030517578, 377.6000061035156]"
Øystre Slidre,"[224.5, 213.6999969482422, 158.6999969482422, 104.9000015258789, 256.70001220703125, 177.10000610351562, 334.8999938964844, 157.5, 184.5, 161.10000610351562, 224.6999969482422, 144.3000030517578, 83.80000305175781, 262.0, 386.8999938964844, 189.90000915527344, 335.3000183105469, 329.6000061035156, 219.0, 226.60000610351562, 233.3000030517578, 252.90000915527344, 271.0, 184.40000915527344, 297.0, 232.60000610351562, 249.60000610351562, 327.6000061035156]"
Drammen,"[66.9000015258789, 144.6999969482422, 153.6999969482422, 40.900001525878906, 211.8000030517578, 447.0, 337.8999938964844, 252.10000610351562, 195.6999969482422, 161.40000915527344, 49.900001525878906, 134.3000030517578, 108.20000457763672, 123.5999984741211, 55.400001525878906, 55.20000076293945, 250.6999969482422, 288.70001220703125, 92.9000015258789, 107.20000457763672, 87.0999984741211, 150.10000610351562, 58.10000228881836, 104.80000305175781, 143.5, 229.60000610351562, 259.3999938964844, 147.90000915527344]"
Flesberg,"[208.3000030517578, 196.1999969482422, 120.20000457763672, 126.20000457763672, 163.1999969482422, 329.20001220703125, 304.8000183105469, 196.0, 235.10000610351562, 203.90000915527344, 185.8000030517578, 135.60000610351562, 75.70000457763672, 165.90000915527344, 146.1999969482422, 56.400001525878906, 187.5, 336.20001220703125, 146.8000030517578, 185.3000030517578, 106.4000015258789, 215.5, 113.5999984741211, 178.6999969482422, 190.40000915527344, 190.6999969482422, 208.10000610351562, 357.0]"
Flå,"[201.1999969482422, 170.60000610351562, 89.0999984741211, 102.0, 117.70000457763672, 216.5, 255.60000610351562, 155.5, 169.40000915527344, 183.8000030517578, 213.8000030517578, 93.80000305175781, 44.400001525878906, 137.6999969482422, 138.40000915527344, 42.400001525878906, 143.3000030517578, 215.90000915527344, 59.0, 128.40000915527344, 94.4000015258789, 156.1999969482422, 110.80000305175781, 142.1999969482422, 116.0999984741211, 134.10000610351562, 143.40000915527344, 283.8999938964844]"
Gol,"[145.10000610351562, 177.6999969482422, 97.70000457763672, 104.0, 113.80000305175781, 213.3000030517578, 238.10000610351562, 191.1999969482422, 133.1999969482422, 185.40000915527344, 151.60000610351562, 93.0, 87.0999984741211, 185.90000915527344, 125.0, 71.70000457763672, 152.0, 248.40000915527344, 93.30000305175781, 184.10000610351562, 180.5, 178.90000915527344, 92.20000457763672, 148.8000030517578, 124.0999984741211, 178.6999969482422, 152.5, 245.60000610351562]"
